,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,risk_cluster,ead_proxy,expected_loss_proxy,agg_cluster
467,A14,48,A33,A43,7238,A65,A75,3,A93,A101,3,A123,32,A141,A152,2,A173,2,A191,A201,150.79166666666666,8.88723835429314,4.0,1,1,21714,early_career,very_long_term,high_amount,0,0.5979701604712656,1,7238,1947.6486096709593,0
462,A12,12,A32,A42,3017,A61,A72,3,A92,A101,1,A121,34,A143,A151,1,A174,1,A191,A201,251.41666666666663,8.012349639327795,1.0,0,0,9051,early_career,short_term,medium_high_amount,0,0.5805512939628813,0,3017,788.1854642487059,1
424,A12,12,A32,A42,2762,A65,A75,1,A92,A101,2,A122,25,A141,A152,1,A173,1,A192,A201,230.16666666666663,7.924072324923417,1.0,0,0,2762,young,short_term,medium_high_amount,1,0.25119345995969056,0,2762,312.2083513838994,1
267,A14,24,A32,A43,1533,A61,A72,4,A92,A101,3,A123,38,A142,A152,1,A173,1,A192,A201,63.875,7.335633981927201,2.0,0,0,6132,mid_career,medium_term,medium_low_amount,0,0.3573922493937861,0,1533,246.54704324430335,1
684,A12,36,A33,A49,9857,A62,A74,1,A93,A101,3,A122,31,A143,A152,2,A172,2,A192,A201,273.80555555555554,9.196038587265322,3.0,1,1,9857,early_career,long_term,high_amount,0,0.48956106347000056,1,9857,2171.5215311807083,0
864,A14,10,A32,A42,2210,A61,A73,2,A93,A101,2,A121,25,A141,A151,1,A172,1,A191,A201,221.0,7.701200180857446,0.8333333333333334,0,0,4420,young,short_term,medium_low_amount,1,0.4263606979133281,0,2210,424.0157140748048,1
950,A12,18,A34,A49,3590,A61,A71,3,A94,A101,3,A123,40,A143,A152,3,A171,2,A192,A201,199.44444444444449,8.186185994226083,1.5,0,0,10770,mid_career,medium_term,medium_high_amount,0,0.28436515217795877,0,3590,459.39190334349234,1
58,A13,18,A32,A40,1961,A61,A75,3,A92,A101,2,A123,23,A143,A152,1,A174,1,A191,A201,108.94444444444444,7.581719640125308,1.5,0,0,5883,young,medium_term,medium_low_amount,0,0.721929446333213,0,1961,637.0666399167438,1
378,A12,36,A32,A40,14318,A61,A75,4,A93,A101,2,A124,57,A143,A153,1,A174,1,A192,A201,397.72222222222223,9.569342605674006,3.0,1,1,57272,senior,long_term,high_amount,1,0.9704079079930263,1,14318,6252.435191989868,0
77,A12,11,A33,A43,4771,A61,A74,2,A93,A101,4,A122,51,A143,A152,1,A173,1,A191,A201,433.72727272727275,8.470520783217808,0.9166666666666666,0,1,9542,senior,short_term,high_amount,0,0.24474147823512213,1,4771,525.4477166968954,0
451,A14,6,A32,A43,518,A61,A73,3,A92,A101,1,A121,29,A143,A152,1,A173,1,A191,A201,86.33333333333333,6.251903883165888,0.5,0,0,1554,early_career,short_term,low_amount,0,0.123047783629217,0,518,28.682438363970487,1
12,A12,12,A32,A43,1567,A61,A73,1,A92,A101,1,A123,22,A143,A152,1,A173,1,A192,A201,130.58333333333334,7.357556200910353,1.0,0,0,1567,young,short_term,medium_low_amount,0,0.26333806072307764,0,1567,185.6928335188782,1
568,A12,48,A32,A43,3979,A65,A74,4,A93,A101,1,A123,41,A143,A152,2,A173,2,A192,A201,82.89583333333333,8.289037098278483,4.0,1,1,15916,mid_career,very_long_term,high_amount,0,0.372606665518047,1,3979,667.170864943339,0
212,A11,27,A30,A49,5293,A61,A71,2,A93,A101,4,A122,50,A142,A152,2,A173,1,A192,A201,196.03703703703704,8.574329382787047,2.25,0,1,10586,mid_career,long_term,high_amount,1,0.8178346564742063,1,5293,1947.9594765230884,0
322,A11,24,A32,A41,2910,A61,A74,2,A93,A101,1,A124,34,A143,A153,1,A174,1,A192,A201,121.25,7.976251943745623,2.0,0,0,5820,early_career,medium_term,medium_high_amount,0,0.18292586580444747,0,2910,239.54142127092396,1
650,A11,48,A32,A46,7476,A61,A74,4,A93,A101,1,A124,50,A143,A153,1,A174,1,A192,A201,155.75,8.919586920999915,4.0,1,1,29904,mid_career,very_long_term,high_amount,0,0.9184208412737119,1,7476,3089.7513942130217,0
291,A12,36,A32,A41,9398,A61,A72,1,A94,A101,4,A123,28,A143,A151,1,A174,1,A192,A201,261.05555555555554,9.148358579620302,3.0,1,1,9398,early_career,long_term,high_amount,1,0.6445520735868423,1,9398,2725.8751744061146,0
37,A13,18,A32,A43,2100,A61,A73,4,A93,A102,2,A121,37,A142,A152,1,A173,1,A191,A201,116.66666666666669,7.650168700845001,1.5,0,0,8400,mid_career,medium_term,medium_low_amount,1,0.5140082015496967,0,2100,485.73775046446343,1
913,A14,11,A32,A49,2142,A64,A75,1,A91,A101,2,A121,28,A143,A152,1,A173,1,A192,A201,194.72727272727272,7.669961995473577,0.9166666666666666,0,0,2142,early_career,short_term,medium_low_amount,0,0.04119504342723667,0,2142,39.707902359513426,1
397,A11,36,A34,A42,2348,A61,A73,3,A94,A101,2,A122,46,A143,A152,2,A173,1,A192,A201,65.22222222222223,7.761744984658913,3.0,1,0,7044,mid_career,long_term,medium_high_amount,0,0.4603274144185354,0,2348,486.3819460746245,0
278,A14,6,A32,A42,4611,A61,A72,1,A92,A101,4,A122,32,A143,A152,1,A173,1,A191,A201,768.5,8.436416881388949,0.5,0,1,4611,early_career,short_term,high_amount,1,0.4329999676828335,1,4611,898.4532829434954,0
271,A14,12,A34,A42,1402,A63,A74,3,A92,A101,4,A123,37,A143,A151,1,A173,1,A192,A201,116.83333333333331,7.246368080102461,1.0,0,0,4206,mid_career,short_term,medium_low_amount,0,0.030040119617592585,0,1402,18.952311466739165,1
792,A14,6,A34,A42,1221,A65,A73,1,A94,A101,2,A122,27,A143,A152,2,A173,1,A191,A201,203.5,7.108244139731541,0.5,0,0,1221,early_career,short_term,low_amount,0,0.04384871957955323,0,1221,24.092678972985524,1
847,A14,24,A32,A40,1249,A61,A72,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,52.041666666666664,7.1308988302963465,2.0,0,0,4996,early_career,medium_term,low_amount,0,0.7068986321273463,0,1249,397.31237618717495,1
36,A14,48,A34,A46,6110,A61,A73,1,A93,A101,3,A124,31,A141,A153,1,A173,1,A192,A201,127.29166666666669,8.717845704894916,4.0,1,1,6110,early_career,very_long_term,high_amount,0,0.5501368552666632,1,6110,1512.6012835556905,0
580,A12,18,A34,A40,1056,A61,A75,3,A93,A103,3,A121,30,A141,A152,2,A173,1,A191,A201,58.666666666666664,6.963189985870238,1.5,0,0,3168,early_career,medium_term,low_amount,1,0.6437708945015485,0,1056,305.9199290671358,1
5,A14,36,A32,A46,9055,A65,A73,2,A93,A101,4,A124,35,A143,A153,1,A172,2,A192,A201,251.52777777777777,9.111182800442965,3.0,1,1,18110,early_career,long_term,high_amount,0,0.5896282882437908,1,9055,2402.587867521386,0
165,A14,6,A32,A42,2978,A63,A73,1,A93,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,496.3333333333333,7.999342952713282,0.5,0,0,2978,early_career,short_term,medium_high_amount,0,0.048099429940090324,0,2978,64.45804606271504,1
836,A14,12,A32,A43,886,A65,A73,4,A92,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,73.83333333333333,6.787844982309579,1.0,0,0,3544,young,short_term,low_amount,0,0.13770704091549504,0,886,54.90379721300788,1
661,A11,12,A32,A40,900,A65,A73,4,A94,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,75.0,6.803505257608338,1.0,0,0,3600,young,short_term,low_amount,1,0.6259667494913765,0,900,253.5165335440075,1
135,A14,12,A34,A43,1240,A65,A75,4,A92,A101,2,A121,38,A143,A152,2,A173,1,A192,A201,103.33333333333331,7.123672785204607,1.0,0,0,4960,mid_career,short_term,low_amount,0,0.02835287547544389,0,1240,15.820904515297691,1
494,A11,12,A34,A40,2122,A61,A73,3,A93,A101,2,A121,39,A143,A151,2,A172,2,A191,A202,176.83333333333334,7.660585461703256,1.0,0,0,6366,mid_career,short_term,medium_low_amount,0,0.20438999961495477,0,2122,195.1720106323203,1
407,A11,15,A32,A43,1053,A61,A72,4,A94,A101,2,A121,27,A143,A152,1,A173,1,A191,A202,70.2,6.960347729101308,1.25,0,0,4212,early_career,medium_term,low_amount,0,0.49976084721114683,0,1053,236.8116774510019,1
114,A11,12,A32,A43,1680,A63,A75,3,A94,A101,1,A121,35,A143,A152,1,A173,1,A191,A201,140.0,7.427144133408616,1.0,0,0,5040,early_career,short_term,medium_low_amount,0,0.3591743380463877,0,1680,271.53579956306913,1
857,A14,15,A34,A42,3343,A61,A73,4,A93,A101,2,A124,28,A143,A153,1,A173,1,A192,A201,222.86666666666667,8.114922974204593,1.25,0,0,13372,early_career,medium_term,medium_high_amount,0,0.10958783567680036,0,3343,164.85846060039464,1
626,A13,6,A32,A42,2116,A61,A73,2,A93,A101,2,A121,41,A143,A152,1,A173,1,A192,A201,352.6666666666667,7.6577552711348655,0.5,0,0,4232,mid_career,short_term,medium_low_amount,0,0.16451616448656614,0,2116,156.6522918241083,1
458,A11,6,A32,A44,343,A61,A72,4,A92,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,57.166666666666664,5.840641657373398,0.5,0,0,1372,early_career,short_term,low_amount,0,0.5627964777461122,0,343,86.86763634011241,1
242,A11,48,A30,A41,4605,A61,A75,3,A93,A101,4,A124,24,A143,A153,2,A173,2,A191,A201,95.9375,8.43511508038063,4.0,1,1,13815,young,very_long_term,high_amount,1,0.9077215607061301,1,4605,1881.0260041732781,0
675,A14,30,A34,A43,4530,A61,A74,4,A92,A101,4,A123,26,A143,A151,1,A174,1,A192,A201,151.0,8.418697944667139,2.5,0,1,18120,early_career,long_term,high_amount,0,0.19037693329965819,1,4530,388.0833785313532,0
813,A11,48,A32,A44,3051,A61,A73,3,A93,A101,4,A123,54,A143,A152,1,A173,1,A191,A201,63.5625,8.023552392404348,4.0,1,0,9153,senior,very_long_term,medium_high_amount,1,0.6582127335332083,1,3051,903.6931725044184,0
410,A12,24,A32,A43,1967,A61,A75,4,A92,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,81.95833333333333,7.584773077612199,2.0,0,0,7868,young,medium_term,medium_low_amount,0,0.6536386331412937,0,1967,578.5682361250161,1
907,A12,36,A32,A46,3711,A65,A73,2,A94,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,103.08333333333331,8.21932609390609,3.0,1,0,7422,early_career,long_term,medium_high_amount,0,0.6243181960734795,1,3711,1042.5801715329071,0
35,A12,45,A34,A43,4746,A61,A72,4,A93,A101,2,A122,25,A143,A152,2,A172,1,A191,A201,105.46666666666668,8.465268118551318,3.75,1,1,18984,young,very_long_term,high_amount,1,0.7167227665559114,1,4746,1530.70481253346,0
940,A14,12,A32,A40,3527,A65,A72,2,A93,A101,3,A122,45,A143,A152,1,A174,2,A192,A201,293.9166666666667,8.168486417126681,1.0,0,0,7054,mid_career,short_term,medium_high_amount,0,0.04692839398692504,0,3527,74.48240051634808,1
602,A12,24,A31,A46,1837,A61,A74,4,A92,A101,4,A124,34,A141,A153,1,A172,1,A191,A201,76.54166666666667,7.516433302915632,2.0,0,0,7348,early_career,medium_term,medium_low_amount,1,0.9529961336266627,0,1837,787.7942538624808,1
808,A12,42,A31,A41,9283,A61,A71,1,A93,A101,2,A124,55,A141,A153,1,A174,1,A192,A201,221.02380952380952,9.136047767394327,3.5,1,1,9283,senior,very_long_term,high_amount,0,0.6951934221366235,1,9283,2904.0662419624246,0
881,A14,24,A32,A41,9277,A65,A73,2,A91,A101,4,A124,48,A143,A153,1,A173,1,A192,A201,386.5416666666667,9.135401285311689,2.0,0,1,18554,mid_career,medium_term,high_amount,0,0.18925750302168395,1,9277,790.083834989473,0
144,A14,21,A34,A42,2288,A61,A72,4,A92,A101,4,A122,23,A143,A152,1,A173,1,A192,A201,108.95238095238096,7.735870319952567,1.75,0,0,9152,young,medium_term,medium_low_amount,0,0.3168770208136057,0,2288,326.2565806296884,1
553,A12,12,A34,A40,1995,A62,A72,4,A93,A101,1,A123,27,A143,A152,1,A173,1,A191,A201,166.25,7.59890045687141,1.0,0,0,7980,early_career,short_term,medium_low_amount,0,0.3447251406947976,0,1995,309.47699505875454,1
600,A12,7,A32,A43,2329,A61,A72,1,A92,A103,1,A121,45,A143,A152,1,A173,1,A191,A201,332.7142857142857,7.753623546559746,0.5833333333333334,0,0,2329,mid_career,short_term,medium_high_amount,0,0.12673246714302186,0,2329,132.82196218924406,1
932,A14,9,A34,A40,1224,A61,A73,3,A93,A101,1,A121,30,A143,A152,2,A173,1,A191,A201,136.0,7.110696122978827,0.75,0,0,3672,early_career,short_term,low_amount,0,0.13344778249886804,0,1224,73.50303860037651,1
419,A12,18,A32,A40,1042,A65,A73,4,A92,A101,2,A122,33,A143,A152,1,A173,1,A191,A201,57.888888888888886,6.949856455000773,1.5,0,0,4168,early_career,medium_term,low_amount,1,0.6573426674133199,0,1042,308.2279767501057,1
487,A14,24,A32,A40,3757,A61,A75,4,A92,A102,4,A124,62,A143,A153,1,A173,1,A192,A201,156.54166666666666,8.231642179973411,2.0,0,0,15028,senior,medium_term,medium_high_amount,0,0.6356943003903534,0,3757,1074.7365689549508,1
196,A14,6,A34,A43,1382,A61,A73,1,A92,A101,1,A123,28,A143,A152,2,A173,1,A192,A201,230.33333333333337,7.232010331664759,0.5,0,0,1382,early_career,short_term,medium_low_amount,0,0.03457906926906936,0,1382,21.504723178434237,1
422,A12,12,A34,A40,958,A61,A74,2,A93,A101,3,A121,47,A143,A152,2,A172,2,A191,A201,79.83333333333333,6.8658910748834385,1.0,0,0,1916,mid_career,short_term,low_amount,0,0.20857980268030935,0,958,89.91875293548136,1
951,A11,36,A33,A49,2145,A61,A74,2,A93,A101,1,A123,24,A143,A152,2,A173,1,A192,A201,59.583333333333336,7.671360923190644,3.0,1,0,4290,young,long_term,medium_low_amount,1,0.6337647849567025,0,2145,611.7414586794572,0
493,A12,6,A32,A43,368,A65,A75,4,A93,A101,4,A122,38,A143,A152,1,A173,1,A191,A201,61.333333333333336,5.910796644040527,0.5,0,0,1472,mid_career,short_term,low_amount,0,0.07598596241252592,0,368,12.583275375514294,1
388,A12,15,A34,A49,2326,A63,A73,2,A93,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,155.06666666666666,7.752335163302292,1.25,0,0,4652,early_career,medium_term,medium_high_amount,0,0.19343279017539552,0,2326,202.46610147658652,1
987,A14,13,A32,A43,1409,A62,A71,2,A92,A101,4,A121,64,A143,A152,1,A173,1,A191,A201,108.3846153846154,7.251344983372214,1.0833333333333333,0,0,2818,senior,medium_term,medium_low_amount,0,0.16470032405298918,0,1409,104.4282404657978,1
331,A14,18,A34,A46,1864,A62,A73,4,A92,A101,2,A121,30,A143,A152,2,A173,1,A191,A201,103.55555555555556,7.5310163320779155,1.5,0,0,7456,early_career,medium_term,medium_low_amount,1,0.32612941539458096,0,1864,273.5573536329745,1
497,A14,24,A34,A42,1585,A61,A74,4,A93,A101,3,A122,40,A143,A152,2,A173,1,A191,A201,66.04166666666667,7.368970402194793,2.0,0,0,6340,mid_career,medium_term,medium_low_amount,0,0.09694430365748362,0,1585,69.1455245837002,1
370,A14,36,A32,A40,3079,A65,A73,4,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,85.52777777777777,8.03268487596762,3.0,1,0,12316,mid_career,long_term,medium_high_amount,0,0.1270970174396623,1,3079,176.0992725135241,0
870,A14,36,A33,A42,7678,A63,A74,2,A92,A101,4,A123,40,A143,A152,2,A173,1,A192,A201,213.27777777777777,8.946244609330543,3.0,1,1,15356,mid_career,long_term,high_amount,0,0.26981752336515546,1,7678,932.2465249789487,0
392,A11,36,A32,A40,3249,A61,A74,2,A93,A101,4,A124,39,A141,A153,1,A174,2,A192,A201,90.25,8.086410275323782,3.0,1,0,6498,mid_career,long_term,medium_high_amount,0,0.7454681107503819,1,3249,1089.9116513225958,0
206,A14,12,A34,A42,1935,A61,A75,4,A93,A101,4,A121,43,A143,A152,3,A173,1,A192,A201,161.25,7.568379267836522,1.0,0,0,7740,mid_career,short_term,medium_low_amount,0,0.05334486087806128,0,1935,46.45003760957186,1
967,A14,15,A32,A43,3568,A61,A75,4,A92,A101,2,A123,54,A141,A151,1,A174,1,A192,A201,237.86666666666667,8.18004072349016,1.25,0,0,14272,senior,medium_term,medium_high_amount,0,0.5235065676382573,0,3568,840.5421449999859,1
701,A11,48,A34,A41,6331,A61,A75,4,A93,A101,4,A124,46,A143,A153,2,A173,1,A192,A201,131.89583333333334,8.753371421000903,4.0,1,1,25324,mid_career,very_long_term,high_amount,1,0.5289712505512439,1,6331,1507.0126442579665,0
952,A12,24,A32,A41,4113,A63,A72,3,A92,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,171.375,8.322151070212902,2.0,0,1,12339,early_career,medium_term,high_amount,1,0.658365381164263,1,4113,1218.5355657278762,0
767,A14,10,A32,A41,2901,A65,A72,1,A92,A101,4,A121,31,A143,A151,1,A173,1,A191,A201,290.1,7.973155433444133,0.8333333333333334,0,0,2901,early_career,short_term,medium_high_amount,0,0.02544744021106351,0,2901,33.22036082353286,1
670,A14,24,A34,A49,4139,A62,A73,3,A93,A101,3,A122,27,A143,A152,2,A172,1,A192,A201,172.45833333333334,8.32845106681936,2.0,0,1,12417,early_career,medium_term,high_amount,0,0.11044253415222405,1,4139,205.7047419852249,0
26,A14,6,A30,A43,426,A61,A75,4,A94,A101,4,A123,39,A143,A152,1,A172,1,A191,A201,71.0,6.056784013228625,0.5,0,0,1704,mid_career,short_term,low_amount,0,0.19558641027837406,0,426,37.493914850364305,1
436,A14,6,A32,A45,660,A63,A74,2,A94,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,110.0,6.493753839851686,0.5,0,0,1320,young,short_term,low_amount,0,0.16271833240412076,0,660,48.32734472402387,1
457,A11,12,A32,A41,3386,A61,A75,3,A93,A101,4,A124,35,A143,A153,1,A173,1,A192,A201,282.1666666666667,8.127699852817772,1.0,0,0,10158,early_career,short_term,medium_high_amount,1,0.2012290480259831,0,3386,306.61270047719046,1
517,A14,36,A34,A42,7127,A61,A72,2,A92,A101,4,A122,23,A143,A151,2,A173,1,A192,A201,197.97222222222223,8.871785969150645,3.0,1,1,14254,young,long_term,high_amount,1,0.608766933561671,1,7127,1952.4068709723133,0
195,A12,9,A34,A46,1501,A61,A75,2,A92,A101,3,A123,34,A143,A152,2,A174,1,A192,A201,166.77777777777777,7.31455283232408,0.75,0,0,3002,early_career,short_term,medium_low_amount,1,0.3291905174223501,0,1501,222.35173499292637,1
719,A12,20,A30,A41,6148,A62,A75,3,A94,A101,4,A123,31,A141,A152,2,A173,1,A192,A201,307.4,8.724044745953469,1.6666666666666667,0,1,18444,early_career,medium_term,high_amount,0,0.8339897982002384,1,6148,2307.3161757007797,0
464,A14,18,A32,A49,1950,A61,A74,4,A93,A101,1,A123,34,A142,A152,2,A173,1,A192,A201,108.33333333333331,7.576097340623111,1.5,0,0,7800,early_career,medium_term,medium_low_amount,0,0.22874505997267675,0,1950,200.72379012602386,1
241,A14,6,A32,A43,1595,A61,A74,3,A93,A101,2,A122,51,A143,A152,1,A173,2,A191,A201,265.8333333333333,7.375255778009755,0.5,0,0,4785,senior,short_term,medium_low_amount,0,0.08168752428517725,0,1595,58.63122055568598,1
158,A12,24,A32,A40,3512,A62,A74,2,A93,A101,3,A123,38,A141,A152,2,A173,1,A192,A201,146.33333333333334,8.164225652265827,2.0,0,0,7024,mid_career,medium_term,medium_high_amount,0,0.42369837794197934,0,3512,669.6129164995041,1
957,A12,9,A34,A43,1154,A61,A75,2,A93,A101,4,A121,37,A143,A152,3,A172,1,A191,A201,128.22222222222223,7.051855622955894,0.75,0,0,2308,mid_career,short_term,low_amount,0,0.1296364311216139,0,1154,67.3201986814541,1
446,A11,36,A32,A40,1842,A61,A72,4,A92,A101,4,A123,34,A143,A152,1,A173,1,A192,A201,51.166666666666664,7.519149957669823,3.0,1,0,7368,early_career,long_term,medium_low_amount,1,0.921639787550519,0,1842,763.9472199006252,0
609,A14,15,A32,A41,1300,A65,A75,4,A93,A101,4,A124,45,A141,A153,1,A173,2,A191,A201,86.66666666666667,7.170888478512505,1.25,0,0,5200,mid_career,medium_term,low_amount,0,0.2344351129119883,0,1300,137.14454105351317,1
108,A11,24,A32,A42,7721,A65,A72,1,A92,A101,2,A122,30,A143,A152,1,A173,1,A192,A202,321.7083333333333,8.951828676824181,2.0,0,1,7721,early_career,medium_term,high_amount,0,0.3201821982002369,1,7721,1112.4570385368131,0
9,A12,30,A34,A40,5234,A61,A71,4,A94,A101,2,A123,28,A143,A152,2,A174,1,A191,A201,174.46666666666667,8.563122123304638,2.5,0,1,20936,early_career,long_term,high_amount,1,0.8195508692236837,1,5234,1930.2881622825423,0
962,A14,15,A32,A40,3556,A65,A73,3,A93,A101,2,A124,29,A143,A152,1,A173,1,A191,A201,237.06666666666663,8.176672771948455,1.25,0,0,10668,early_career,medium_term,medium_high_amount,0,0.20610900728402057,0,3556,329.8156334558897,1
625,A14,15,A32,A43,1979,A65,A75,4,A93,A101,2,A123,35,A143,A152,1,A173,1,A191,A201,131.93333333333334,7.590852123688581,1.25,0,0,7916,early_career,medium_term,medium_low_amount,0,0.10860130949517903,0,1979,96.71489617093168,1
768,A12,12,A34,A42,3617,A61,A75,1,A93,A101,4,A123,28,A143,A151,3,A173,1,A192,A201,301.4166666666667,8.193676665955241,1.0,0,0,3617,early_career,short_term,medium_high_amount,0,0.1660883657164894,0,3617,270.333728458444,1
720,A13,9,A30,A43,1337,A61,A72,4,A93,A101,2,A123,34,A143,A152,2,A174,1,A192,A201,148.55555555555554,7.198931240688173,0.75,0,0,5348,early_career,short_term,low_amount,1,0.6246366072659425,0,1337,375.8126147615543,1
525,A12,26,A32,A41,7966,A61,A72,2,A93,A101,3,A123,30,A143,A152,2,A173,1,A191,A201,306.38461538461536,8.983063289380366,2.1666666666666665,0,1,15932,early_career,long_term,high_amount,0,0.5716507961630626,1,7966,2049.1966090057304,0
673,A14,6,A34,A40,2080,A63,A73,1,A94,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,346.6666666666667,7.640603826393634,0.5,0,0,2080,young,short_term,medium_low_amount,0,0.08696236038317427,0,2080,81.39676931865112,1
679,A14,18,A32,A43,1453,A61,A72,3,A92,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,80.72222222222223,7.282073658093465,1.5,0,0,4359,early_career,medium_term,medium_low_amount,0,0.27767996540375967,0,1453,181.56104537924827,1
189,A12,18,A30,A42,3244,A61,A73,1,A92,A101,4,A123,33,A141,A152,2,A173,1,A192,A201,180.22222222222223,8.08487062913819,1.5,0,0,3244,early_career,medium_term,medium_high_amount,0,0.7794414447562977,0,3244,1137.8286210552433,1
152,A13,36,A32,A43,5848,A61,A73,4,A93,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,162.44444444444446,8.674025985443025,3.0,1,1,23392,young,long_term,high_amount,0,0.8354812468042384,1,5848,2198.6524490900338,0
590,A11,12,A34,A43,385,A61,A74,4,A92,A101,3,A121,58,A143,A152,4,A172,1,A192,A201,32.083333333333336,5.955837369464831,1.0,0,0,1540,senior,short_term,low_amount,0,0.25779839744622357,0,385,44.66357235755823,1
601,A12,9,A32,A42,918,A61,A73,4,A92,A101,1,A122,30,A143,A152,1,A173,1,A191,A201,102.0,6.823286122355687,0.75,0,0,3672,early_career,short_term,low_amount,1,0.6163247782687173,0,918,254.6037659028071,1
132,A14,15,A32,A42,2708,A61,A72,2,A93,A101,3,A122,27,A141,A152,2,A172,1,A191,A201,180.53333333333333,7.904334842085095,1.25,0,0,5416,early_career,medium_term,medium_high_amount,0,0.385965469102146,0,2708,470.3375206478752,1
529,A11,6,A32,A40,662,A61,A72,3,A93,A101,4,A121,41,A143,A152,1,A172,2,A192,A201,110.33333333333331,6.4967749901858625,0.5,0,0,1986,mid_career,short_term,low_amount,0,0.5129406524678531,0,662,152.80502037017345,1
