,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,risk_cluster,ead_proxy,expected_loss_proxy,agg_cluster,ensemble_anomaly_score,ensemble_anomaly_flag,if_score_scaled,lof_score_scaled,top_positive_contributors,top_negative_contributors,risk_narrative,risk_band,exposure_bucket,flag_high_pd_high_exposure,flag_high_expected_loss,flag_anomalous_elevated_pd,base_pd,base_lgd,base_ead,base_expected_loss,base_expected_loss_rate,mild_stress_pd,mild_stress_lgd,mild_stress_ead,mild_stress_expected_loss,mild_stress_expected_loss_rate,adverse_stress_pd,adverse_stress_lgd,adverse_stress_ead,adverse_stress_expected_loss,adverse_stress_expected_loss_rate,severe_stress_pd,severe_stress_lgd,severe_stress_ead,severe_stress_expected_loss,severe_stress_expected_loss_rate
590,A11,12,A34,A43,385,A61,A74,4,A92,A101,3,A121,58,A143,A152,4,A172,1,A192,A201,32.083333333333336,5.955837369464831,1.0,0,0,1540,senior,short_term,low_amount,0,0.2577983974462235,0,385,44.66357235755823,1,0.2556376900389581,0,0.3983358934502268,0.1129394866276894,,,,moderate_risk,low_exposure,0,0,0,0.2577983974462235,0.45,385.0,44.66357235755823,0.1160092788508006,0.29646815706315705,0.5,385.0,57.07012023465773,0.14823407853157852,0.3351379166800906,0.55,396.55,73.09441747271947,0.18432585417404984,0.39958751604164644,0.65,404.25,104.99661468389313,0.2597318854270702
601,A12,9,A32,A42,918,A61,A73,4,A92,A101,1,A122,30,A143,A152,1,A173,1,A191,A201,102.0,6.823286122355687,0.75,0,0,3672,early_career,short_term,low_amount,1,0.6163247782687173,0,918,254.6037659028071,1,0.0251936842430677,0,0.0464397752258668,0.0039475932602686,,,,high_risk,low_exposure,0,0,0,0.6163247782687173,0.45,918.0,254.6037659028071,0.2773461502209228,0.7287734950090249,0.5,918.0,334.50703420914243,0.36438674750451244,0.8512222117493327,0.55,945.5400000000001,442.67555755360524,0.468172216462133,1.0,0.65,963.9000000000001,626.5350000000001,0.65
132,A14,15,A32,A42,2708,A61,A72,2,A93,A101,3,A122,27,A141,A152,2,A172,1,A191,A201,180.53333333333333,7.904334842085095,1.25,0,0,5416,early_career,medium_term,medium_high_amount,0,0.385965469102146,0,2708,470.3375206478752,1,0.1222414255246009,0,0.2270661771548842,0.0174166738943177,,,,moderate_risk,medium_high_exposure,0,0,0,0.385965469102146,0.45,2708.0,470.3375206478752,0.17368446109596572,0.44386028946746786,0.5,2708.0,600.9868319389515,0.22193014473373393,0.5017551098327898,0.55,2789.2400000000002,769.733482402506,0.2759653104080344,0.5982464771083263,0.65,2843.4,1105.6851214563799,0.3888602101204121
529,A11,6,A32,A40,662,A61,A72,3,A93,A101,4,A121,41,A143,A152,1,A172,2,A192,A201,110.33333333333331,6.4967749901858625,0.5,0,0,1986,mid_career,short_term,low_amount,0,0.5129406524678531,0,662,152.80502037017345,1,0.1495244048703382,0,0.270970996413559,0.0280778133271173,,,,elevated_risk,low_exposure,0,0,0,0.5129406524678531,0.45,662.0,152.80502037017345,0.23082329361053391,0.609881750338031,0.5,662.0,201.87085936188828,0.3049408751690155,0.7168228482082092,0.55,681.86,268.82505500358724,0.39425256651451507,0.8750580113251724,0.65,695.1,395.3643353868828,0.5687877073613621
566,A11,12,A32,A40,1372,A61,A74,2,A91,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,114.33333333333331,7.224753405767971,1.0,0,0,2744,mid_career,short_term,medium_low_amount,1,0.4775634187743656,0,1372,294.84765475129336,1,0.1015712789533075,0,0.1923636201614469,0.010778937745168,,,,elevated_risk,medium_low_exposure,0,0,0,0.4775634187743656,0.45,1372.0,294.8476547512933,0.21490353844846452,0.5691979315905205,0.5,1372.0,390.46978107109703,0.28459896579526023,0.6708324444066753,0.55,1413.16,521.3964674257556,0.3689578444236715,0.8202232991002666,0.65,1440.6000000000001,768.0488950444989,0.5331451444151734
888,A14,36,A34,A40,6614,A61,A75,4,A93,A101,4,A123,34,A143,A152,2,A174,1,A192,A201,183.72222222222223,8.797095076549056,3.0,1,1,26456,early_career,long_term,high_amount,0,0.4879919215737888,1,6614,1452.4103561800675,0,0.153735926511185,0,0.2991395961520616,0.0083322568703083,,,,elevated_risk,high_exposure,0,0,0,0.4879919215737888,0.45,6614.0,1452.4103561800675,0.21959636470820496,0.5911907098098571,0.5,6614.0,1955.0676773411974,0.29559535490492855,0.7143894980459256,0.55,6812.42,2676.6967173529138,0.3929142239252591,0.8863874784393726,0.65,6944.700000000001,4001.201828986643,0.5761518609855922
789,A11,40,A34,A46,5998,A61,A73,4,A93,A101,3,A124,27,A141,A152,1,A173,1,A192,A201,149.95,8.699348067653093,3.3333333333333335,1,1,23992,early_career,very_long_term,high_amount,1,0.9554132881478524,1,5998,2578.756006039868,0,0.2074441197097989,0,0.4091458435651141,0.0057423958544838,,,,high_risk,high_exposure,1,1,0,0.9554132881478524,0.45,5998.0,2578.756006039868,0.4299359796665336,1.0,0.5,5998.0,2999.0,0.5,1.0,0.55,6177.9400000000005,3397.8670000000006,0.55,1.0,0.65,6297.900000000001,4093.6350000000007,0.65
730,A12,24,A33,A43,6403,A61,A72,1,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,266.7916666666667,8.764678074116606,2.0,0,1,6403,early_career,medium_term,high_amount,0,0.6147377955080487,1,6403,1771.274747087116,0,0.1147652115667298,0,0.2175143376987713,0.0120160854346882,,,,high_risk,high_exposure,0,0,0,0.6147377955080487,0.45,6403.0,1771.274747087116,0.2766320079786219,0.736948464834256,0.5,6403.0,2359.3405101668704,0.36847423241712796,0.8791591341604634,0.55,6595.09,3188.9734877606825,0.483537523788255,1.0,0.65,6723.150000000001,4370.047500000001,0.65
19,A14,24,A32,A43,3430,A63,A75,3,A93,A101,2,A123,31,A143,A152,1,A173,2,A192,A201,142.91666666666666,8.14060704285845,2.0,0,0,10290,early_career,medium_term,medium_high_amount,0,0.1409668700211018,0,3430,217.58236387757063,1,0.1043666638952576,0,0.1848246570486189,0.0239086707418964,,,,low_risk,medium_high_exposure,0,0,0,0.1409668700211018,0.45,3430.0,217.58236387757066,0.06343509150949582,0.16211190052426708,0.5,3430.0,278.02190939911804,0.08105595026213354,0.18325693102743235,0.55,3532.9,356.0856263947487,0.1007913120650878,0.2184986485327078,0.65,3601.5,511.49987374885575,0.1420241215462601
712,A14,21,A32,A41,2476,A65,A75,4,A93,A101,4,A121,46,A143,A152,1,A174,1,A192,A201,117.9047619047619,7.814803429489359,1.75,0,0,9904,mid_career,medium_term,medium_high_amount,0,0.0133246752728437,0,2476,14.846353189002487,1,0.117497274542721,0,0.2236340116040717,0.0113605374813703,,,,low_risk,medium_high_exposure,0,0,0,0.0133246752728437,0.45,2476.0,14.846353189002452,0.005996103872779665,0.015323376563770254,0.5,2476.0,18.970340185947574,0.007661688281885127,0.01732207785469681,0.55,2550.28,24.296881791201905,0.009527142820083247,0.020653246672907737,0.65,2599.8,34.9013019551466,0.013424610337390029
693,A11,6,A34,A40,4716,A65,A72,1,A93,A101,3,A121,44,A143,A152,2,A172,2,A191,A201,786.0,8.458928283284262,0.5,0,1,4716,mid_career,short_term,high_amount,0,0.3803854675503859,1,4716,807.2540392354289,0,0.3099667316678542,0,0.526347664025163,0.0935857993105455,,,,moderate_risk,high_exposure,0,0,0,0.3803854675503859,0.45,4716.0,807.2540392354289,0.17117346039767364,0.4474432876829437,0.5,4716.0,1055.0712723563813,0.22372164384147186,0.5245011078155016,0.55,4857.4800000000005,1401.264502655404,0.28847560929852595,0.6395974747030981,0.65,4951.8,2058.653203902621,0.4157383585570138
365,A14,12,A32,A49,1542,A61,A74,2,A93,A101,4,A123,36,A143,A152,1,A173,1,A192,A201,128.5,7.341483852363161,1.0,0,0,3084,mid_career,short_term,medium_low_amount,0,0.0257056765376058,0,1542,17.837168949444678,1,0.0824100306858524,0,0.1533963900777519,0.0114236712939529,,,,low_risk,medium_low_exposure,0,0,0,0.0257056765376058,0.45,1542.0,17.837168949444663,0.011567554441922609,0.029561528018246668,0.5,1542.0,22.79193810206818,0.014780764009123332,0.03341737949888754,0.55,1588.26,29.191517939596718,0.018379558724388147,0.03984379863328899,0.65,1619.1000000000001,41.93221133865284,0.02589846911163785
716,A14,30,A34,A43,3077,A65,A75,3,A93,A101,2,A123,40,A143,A152,2,A173,2,A192,A201,102.56666666666666,8.032035314398824,2.5,0,0,9231,mid_career,long_term,medium_high_amount,0,0.0268178092852642,0,3077,37.13327962684121,1,0.1598478846946397,0,0.2814222971638876,0.0382734722253917,,,,low_risk,medium_high_exposure,0,0,0,0.0268178092852642,0.45,3077.0,37.13327962684107,0.01206801417836889,0.03084048067805383,0.5,3077.0,47.44807952318582,0.015420240339026916,0.03486315207084346,0.55,3169.31,60.77067506930468,0.019174733638963902,0.04156760439215951,0.65,3230.8500000000004,87.29415152276556,0.02701894285490368
586,A11,9,A34,A40,2799,A61,A73,2,A93,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,311.0,7.937374696163295,0.75,0,0,5598,mid_career,short_term,medium_high_amount,0,0.2909503401814683,0,2799,366.46650097556847,1,0.1317273822596054,0,0.2435746188289528,0.0198801456902579,,,,moderate_risk,medium_high_exposure,0,0,0,0.2909503401814683,0.45,2799.0,366.4665009755684,0.13092765308166074,0.3345928912086885,0.5,2799.0,468.26275124655956,0.16729644560434426,0.3782354422359088,0.55,2882.9700000000003,599.742788096572,0.20802949322974984,0.4509730272812759,0.65,2938.9500000000003,861.5016660433989,0.29313246773282936
341,A11,21,A32,A42,3599,A61,A74,1,A92,A101,4,A123,26,A143,A151,1,A172,1,A191,A201,171.38095238095238,8.1886891244442,1.75,0,0,3599,early_career,medium_term,medium_high_amount,0,0.5791418902691636,0,3599,937.949248385424,1,0.1163546313517062,0,0.2189712983217769,0.0137379643816355,,,,elevated_risk,medium_high_exposure,0,0,0,0.5791418902691636,0.45,3599.0,937.949248385424,0.26061385062112363,0.6860131738095382,0.5,3599.0,1234.480706270264,0.3430065869047691,0.8028844573499128,0.55,3706.9700000000003,1636.9477282743237,0.4415864515424521,0.9776699299172036,0.65,3778.9500000000003,2401.467758079401,0.6354854544461823
630,A11,24,A32,A43,3660,A61,A73,2,A92,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,152.5,8.205491613120236,2.0,0,0,7320,early_career,medium_term,medium_high_amount,0,0.5780840201224603,0,3660,952.104381141692,1,0.0032570128494079,0,0.0015316796092622,0.0049823460895536,,,,elevated_risk,medium_high_exposure,0,0,0,0.5780840201224603,0.45,3660.0,952.1043811416921,0.26013780905510714,0.6847966231408293,0.5,3660.0,1253.1778203477177,0.34239831157041467,0.8015092261591985,0.55,3769.8,1661.8412144262209,0.4408300743875592,0.9760302311898135,0.65,3843.0,2438.0747160005944,0.6344196502733788
16,A14,24,A34,A43,2424,A65,A75,4,A93,A101,4,A122,53,A143,A152,2,A173,1,A191,A201,101.0,7.793586803371584,2.0,0,0,9696,senior,medium_term,medium_high_amount,0,0.0381080333371726,0,2424,41.56824276418794,1,0.0907689035598681,0,0.170763795616922,0.0107740115028142,,,,low_risk,medium_high_exposure,0,0,0,0.0381080333371726,0.45,2424.0,41.56824276418788,0.017148615001727673,0.04382423833774849,0.5,2424.0,53.11497686535117,0.021912119168874245,0.049540443338324386,0.55,2496.7200000000003,68.02873863041371,0.027247243836078416,0.05906745167261753,0.65,2545.2000000000003,97.720010698145,0.038393843587201396
14,A11,15,A32,A40,1403,A61,A73,2,A92,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,93.53333333333332,7.247080584585756,1.25,0,0,2806,early_career,medium_term,medium_low_amount,0,0.7907417037714678,0,1403,499.23477467611616,1,0.0785374041015209,0,0.1503286185067361,0.0067461896963057,,,,high_risk,medium_low_exposure,0,0,0,0.7907417037714678,0.45,1403.0,499.23477467611616,0.3558337666971605,0.9293529593371879,0.5,1403.0,651.9411009750373,0.464676479668594,1.0,0.55,1445.0900000000001,794.7995000000002,0.55,1.0,0.65,1473.15,957.5475000000001,0.65
615,A12,48,A30,A49,12204,A65,A73,2,A93,A101,2,A123,48,A141,A152,1,A174,1,A192,A201,254.25,9.40960098282706,4.0,1,1,24408,mid_career,very_long_term,high_amount,0,0.7725447475381784,1,12204,4242.661244530168,0,0.3817903401741838,1,0.7401615720846204,0.0234191082637471,,,,high_risk,high_exposure,1,1,1,0.7725447475381784,0.45,12204.0,4242.661244530168,0.34764513639218025,0.9284264596689051,0.5,12204.0,5665.2582568996595,0.4642132298344526,1.0,0.55,12570.12,6913.566000000001,0.55,1.0,0.65,12814.2,8329.230000000001,0.65
815,A12,36,A33,A40,7432,A61,A73,2,A92,A101,2,A122,54,A143,A151,1,A173,1,A191,A201,206.44444444444449,8.913684824725294,3.0,1,1,14864,senior,long_term,high_amount,0,0.9216817606419948,1,7432,3082.4724802910873,0,0.2550147658193761,0,0.4920661677715993,0.0179633638671529,,,,high_risk,high_exposure,1,1,0,0.9216817606419948,0.45,7432.0,3082.4724802910873,0.41475679228889767,1.0,0.5,7432.0,3716.0,0.5,1.0,0.55,7654.96,4210.228,0.55,1.0,0.65,7803.6,5072.34,0.65
558,A11,24,A31,A42,3552,A61,A74,3,A93,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,148.0,8.175547596021026,2.0,0,0,10656,early_career,medium_term,medium_high_amount,1,0.7825282694689786,0,3552,1250.7931859192154,1,0.1255082711974266,0,0.2382161675615251,0.0128003748333281,,,,high_risk,medium_high_exposure,0,0,0,0.7825282694689786,0.45,3552.0,1250.7931859192154,0.35213772126104037,0.9199075098893253,0.5,3552.0,1633.755737563442,0.45995375494466273,1.0,0.55,3658.56,2012.208,0.55,1.0,0.65,3729.6000000000004,2424.2400000000002,0.65
177,A11,6,A34,A43,338,A63,A75,4,A93,A101,4,A123,52,A143,A152,2,A173,1,A191,A201,56.333333333333336,5.82600010738045,0.5,0,0,1352,senior,short_term,low_amount,0,0.1642896196845222,0,338,24.988451154015827,1,0.175588872860986,0,0.3372312927805387,0.0139464529414333,,,,low_risk,low_exposure,0,0,0,0.1642896196845222,0.45,338.0,24.988451154015824,0.07393032885803498,0.1889330626372005,0.5,338.0,31.929687585686885,0.09446653131860025,0.21357650558987884,0.55,348.14,40.89498856083323,0.11746707807443335,0.2546489105110094,0.65,354.90000000000003,58.74368392123221,0.16552179183215612
243,A14,12,A34,A49,1185,A61,A73,3,A92,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,98.75,7.078341579557671,1.0,0,0,3555,early_career,short_term,low_amount,0,0.1238982880336247,0,1185,66.06876209393042,1,0.0513098330980029,0,0.0979522767538489,0.0046673894421568,,,,low_risk,low_exposure,0,0,0,0.1238982880336247,0.45,1185.0,66.06876209393037,0.055754229615131115,0.1424830312386684,0.5,1185.0,84.42119600891102,0.0712415156193342,0.16106777444371212,0.55,1220.55,108.12519965350006,0.08858727594404167,0.1920423464521183,0.65,1244.25,155.31664822248132,0.1248275251938769
976,A12,6,A32,A43,753,A61,A73,2,A92,A103,3,A121,64,A143,A152,1,A173,1,A191,A201,125.5,6.625392368007956,0.5,0,0,1506,senior,short_term,low_amount,0,0.2764700631682602,0,753,93.68188090456498,1,0.2040065125623288,0,0.3728614599620243,0.0351515651626334,,,,moderate_risk,low_exposure,0,0,0,0.2764700631682602,0.45,753.0,93.68188090456498,0.12441152842571711,0.31794057264349923,0.5,753.0,119.70462560027747,0.15897028632174962,0.3594110821187383,0.55,775.59,153.31560264925974,0.19767609516530607,0.4285285979108034,0.65,790.65,220.23048835981487,0.2785435886420222
68,A14,36,A32,A46,1819,A61,A73,4,A93,A101,4,A124,37,A142,A153,1,A173,1,A192,A201,50.52777777777778,7.506591780070841,3.0,1,0,7276,mid_career,long_term,medium_low_amount,1,0.6230652871780434,0,1819,510.0100908195875,0,0.2328846666164135,0,0.4345761038566975,0.0311932293761296,,,,high_risk,medium_low_exposure,0,0,0,0.6230652871780434,0.45,1819.0,510.0100908195875,0.2803793792301196,0.7365250802547499,0.5,1819.0,669.8695604916951,0.36826254012737497,0.8599848733314566,0.55,1873.57,886.1830225201894,0.47299168033230116,1.0,0.65,1909.95,1241.4675,0.65
315,A11,36,A31,A42,2746,A61,A75,4,A93,A101,4,A123,31,A141,A152,1,A173,1,A191,A201,76.27777777777777,7.918264686095274,3.0,1,0,10984,early_career,long_term,medium_high_amount,1,0.9175045153807218,1,2746,1133.760329655958,0,0.1807161621828243,0,0.345177988210762,0.0162543361548866,,,,high_risk,medium_high_exposure,0,0,0,0.9175045153807218,0.45,2746.0,1133.760329655958,0.41287703192132486,1.0,0.5,2746.0,1373.0,0.5,1.0,0.55,2828.38,1555.6090000000002,0.55,1.0,0.65,2883.3,1874.1450000000002,0.65
434,A11,9,A32,A42,2136,A61,A73,3,A93,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,237.33333333333337,7.667158255319148,0.75,0,0,6408,young,short_term,medium_low_amount,0,0.5324266726441581,0,2136,511.7685177455648,1,0.0286875841611878,0,0.0526889951023679,0.0046861732200078,,,,elevated_risk,medium_low_exposure,0,0,0,0.5324266726441581,0.45,2136.0,511.7685177455648,0.23959200268987116,0.6322906735407818,0.5,2136.0,675.286439341555,0.3161453367703909,0.7421546744374056,0.55,2200.08,898.039810874936,0.4081850709405731,0.905261342598445,0.65,2242.8,1319.7080904668653,0.5884198726889893
469,A14,24,A33,A41,4679,A61,A74,3,A93,A101,3,A123,35,A143,A152,2,A172,1,A192,A201,194.95833333333337,8.451053388911692,2.0,0,1,14037,early_career,medium_term,high_amount,0,0.1207839679870887,1,4679,254.31668379521463,0,0.1419967514796177,0,0.2765999601334115,0.0073935428258239,,,,low_risk,high_exposure,0,0,0,0.1207839679870887,0.45,4679.0,254.3166837952146,0.05435278559418991,0.148901563185152,0.5,4679.0,348.3552070716631,0.074450781592576,0.1870191583832153,0.55,4819.37,495.722986735524,0.10286053711076842,0.23721515037998747,0.65,4912.95,757.5270124885835,0.15418984774699185
82,A14,18,A32,A49,1568,A62,A73,3,A92,A101,4,A122,24,A143,A151,1,A172,1,A191,A201,87.11111111111111,7.358193752733032,1.5,0,0,4704,young,medium_term,medium_low_amount,0,0.3555142890912399,0,1568,250.8508823827789,1,0.15702906286829,0,0.3022267370776897,0.0118313886588904,,,,moderate_risk,medium_low_exposure,0,0,0,0.3555142890912399,0.45,1568.0,250.85088238277885,0.15998143009105795,0.4088414324549258,0.5,1568.0,320.53168304466186,0.2044207162274629,0.46216857581861187,0.55,1615.04,410.53140517955006,0.2541927167002366,0.5510471480914219,0.65,1646.4,589.708616001516,0.3581806462594242
753,A14,30,A34,A43,5771,A61,A74,4,A92,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,192.36666666666667,8.660773919893762,2.5,0,1,23084,young,long_term,high_amount,0,0.3487948868680469,1,5771,905.8028814519744,0,0.1319353190219985,0,0.2455729715406512,0.0182976665033459,,,,moderate_risk,high_exposure,0,0,0,0.3487948868680469,0.45,5771.0,905.8028814519744,0.1569576990906211,0.4111141198982539,0.5,5771.0,1186.2697929664116,0.20555705994912696,0.483433352928461,0.55,5944.13,1580.4748828784593,0.2658883441106536,0.5906320746454727,0.65,6059.55,2326.326982146684,0.38391084851955737
225,A14,36,A30,A45,2613,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,72.58333333333333,7.868636894184167,3.0,1,0,10452,early_career,long_term,medium_high_amount,0,0.6532774639829129,1,2613,768.156306024308,0,0.1660108914720963,0,0.3161023638381413,0.0159194191060513,,,,high_risk,medium_high_exposure,0,0,0,0.6532774639829129,0.45,2613.0,768.156306024308,0.2939748587923108,0.7812690835803497,0.5,2613.0,1020.728057697727,0.39063454179017487,0.9292607031777869,0.55,2691.39,1375.5516301591151,0.5110933867477828,1.0,0.65,2743.65,1783.3725000000002,0.65
991,A14,15,A31,A43,1569,A62,A75,4,A93,A101,4,A123,34,A141,A152,1,A172,2,A191,A201,104.6,7.358830898342354,1.25,0,0,6276,early_career,medium_term,medium_low_amount,0,0.484543758045034,0,1569,342.11212036769626,1,0.2547404340691985,0,0.4857857542708296,0.0236951138675673,,,,elevated_risk,medium_low_exposure,0,0,0,0.484543758045034,0.45,1569.0,342.11212036769626,0.2180446911202653,0.5772253217517891,0.5,1569.0,452.8332649142785,0.28861266087589454,0.6799068854585443,0.55,1616.07,604.3274162106443,0.37394878700219936,0.8310428249698028,0.65,1647.45,889.9159762977262,0.5401778362303719
409,A13,12,A34,A40,939,A63,A74,4,A94,A101,2,A121,28,A143,A152,3,A173,1,A192,A201,78.25,6.84587987526405,1.0,0,0,3756,early_career,short_term,low_amount,1,0.1886505160191574,0,939,79.71427554389498,1,0.2317139114956383,0,0.4117161419839525,0.0517116810073242,,,,low_risk,low_exposure,0,0,0,0.1886505160191574,0.45,939.0,79.71427554389496,0.08489273220862083,0.21694809342203097,0.5,939.0,101.85712986164354,0.10847404671101549,0.24524567082490462,0.55,967.1700000000001,130.45684049844766,0.13488511895369754,0.29240829982969396,0.65,985.95,187.3949760911064,0.19006539488930108
279,A14,24,A32,A43,1901,A62,A73,4,A93,A101,4,A123,29,A143,A151,1,A174,1,A192,A201,79.20833333333333,7.550661243105336,2.0,0,0,7604,early_career,medium_term,medium_low_amount,0,0.2225903124965574,0,1901,190.4148828251801,1,0.1310098336992184,0,0.2485413927349533,0.0134782746634836,,,,moderate_risk,medium_low_exposure,0,0,0,0.2225903124965574,0.45,1901.0,190.41488282518003,0.10016564062345083,0.255978859371041,0.5,1901.0,243.30790583217444,0.1279894296855205,0.2893674062455246,0.55,1958.03,311.6245343480085,0.15915207343503854,0.345014984369664,0.65,1996.0500000000002,447.6336537081941,0.2242597398402816
929,A11,12,A33,A40,1344,A61,A73,4,A93,A101,2,A121,43,A143,A152,2,A172,2,A191,A201,112.0,7.20414929203594,1.0,0,0,5376,mid_career,short_term,low_amount,0,0.7320703068436242,0,1344,442.7561215790239,1,0.1351228996367849,0,0.2535454238100524,0.0167003754635174,,,,high_risk,low_exposure,0,0,0,0.7320703068436242,0.45,1344.0,442.7561215790239,0.3294316380796309,0.8618808528701678,0.5,1344.0,579.1839331287528,0.4309404264350839,1.0,0.55,1384.32,761.376,0.55,1.0,0.65,1411.2,917.2800000000001,0.65
