,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket,actual_default,predicted_pd,local_log_odds,local_pd,top_positive_contributors,top_negative_contributors,risk_cluster,expected_loss_proxy,ensemble_anomaly_score,ensemble_anomaly_flag,if_score_scaled,lof_score_scaled,risk_narrative
779,A12,18,A32,A45,3872,A61,A71,2,A92,A101,4,A123,67,A143,A152,1,A173,1,A192,A201,215.11111111111111,8.261784679514752,1.5,0,0,7744,senior,medium_term,medium_high_amount,0,0.6708897557567649,0.7122120415272839,0.6708897557567648,foreign_worker_A201 (0.651); savings_account_A61 (0.577); age_years (0.516); purpose_A45 (0.502); duration_bucket_medium_term (0.463),credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); age_bucket_senior (-0.187); telephone_A192 (-0.182); installment_rate_pct_income (-0.159),0,1168.958310430587,0.1779887979487805,0,0.3126573630369451,0.0433202328606159,"The borrower is assigned high estimated credit risk, with a predicted PD of 67.09%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); age_years (0.516); purpose_A45 (0.502); duration_bucket_medium_term (0.463). The strongest downward model signals are: credit_amount_bucket_medium_high_amount (-0.749); other_installment_plans_A143 (-0.428); age_bucket_senior (-0.187); telephone_A192 (-0.182); installment_rate_pct_income (-0.159). The borrower belongs to risk cluster 0."
159,A14,6,A34,A43,1898,A65,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,2,A191,A201,316.3333333333333,7.549082710812286,0.5,0,0,1898,early_career,short_term,medium_low_amount,0,0.018304186346208177,-3.982151702531743,0.01830418634620817,foreign_worker_A201 (0.651); credit_amount_per_month (0.378); people_liable (0.308); job_A172 (0.166); telephone_A191 (0.166),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); personal_status_sex_A93 (-0.467); duration_years (-0.435); duration_months (-0.435),0,15.633605558296404,0.1515168831329054,0,0.2828605378269437,0.020173228438867,"The borrower is assigned low estimated credit risk, with a predicted PD of 1.83%. The strongest upward model signals are: foreign_worker_A201 (0.651); credit_amount_per_month (0.378); people_liable (0.308); job_A172 (0.166); telephone_A191 (0.166). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); personal_status_sex_A93 (-0.467); duration_years (-0.435); duration_months (-0.435). The borrower belongs to risk cluster 0."
562,A13,6,A33,A43,683,A61,A72,2,A92,A101,1,A122,29,A141,A152,1,A173,1,A191,A201,113.83333333333331,6.52795791762255,0.5,0,0,1366,early_career,short_term,low_amount,0,0.6060527270653434,0.43074991533933815,0.6060527270653435,credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); employment_since_A72 (0.341),duration_years (-0.435); duration_months (-0.435); credit_amount_log (-0.332); installment_burden_proxy (-0.266); purpose_A43 (-0.251),0,186.2703056635333,0.2452829949876533,0,0.4576191181377854,0.0329468718375212,"The borrower is assigned high estimated credit risk, with a predicted PD of 60.61%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); employment_since_A72 (0.341). The strongest downward model signals are: duration_years (-0.435); duration_months (-0.435); credit_amount_log (-0.332); installment_burden_proxy (-0.266); purpose_A43 (-0.251). The borrower belongs to risk cluster 0."
683,A14,24,A34,A43,5103,A61,A72,3,A94,A101,3,A124,47,A143,A153,3,A173,1,A192,A201,212.625,8.537779825024625,2.0,0,1,15309,mid_career,medium_term,high_amount,0,0.329354320585369,-0.7111068154194374,0.32935432058536906,foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); employment_since_A72 (0.341),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); housing_A153 (-0.497); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409),1,756.3127940762122,0.2525308887135743,0,0.4655203037849653,0.0395414736421832,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 32.94%. The strongest upward model signals are: foreign_worker_A201 (0.651); property_A124 (0.624); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); employment_since_A72 (0.341). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); housing_A153 (-0.497); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409). The borrower belongs to risk cluster 1."
85,A14,12,A34,A49,1412,A61,A73,4,A92,A103,2,A121,29,A143,A152,2,A174,1,A192,A201,117.66666666666669,7.253470382684528,1.0,0,0,5648,early_career,short_term,medium_low_amount,0,0.03657612528324679,-3.271097762724903,0.03657612528324682,foreign_worker_A201 (0.651); savings_account_A61 (0.577); installment_rate_pct_income (0.179); credit_amount (0.143); age_bucket_early_career (0.121),checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428); property_A121 (-0.358),0,23.24047000497501,0.2295931010929608,0,0.4382887574930317,0.02089744469289,"The borrower is assigned low estimated credit risk, with a predicted PD of 3.66%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); installment_rate_pct_income (0.179); credit_amount (0.143); age_bucket_early_career (0.121). The strongest downward model signals are: checking_account_status_A14 (-0.992); credit_history_A34 (-0.877); other_debtors_guarantors_A103 (-0.430); other_installment_plans_A143 (-0.428); property_A121 (-0.358). The borrower belongs to risk cluster 0."
551,A14,6,A31,A43,1750,A63,A75,2,A93,A101,4,A122,45,A141,A152,1,A172,2,A191,A201,291.6666666666667,7.467942332285852,0.5,0,0,3500,mid_career,short_term,medium_low_amount,0,0.17105928413974716,-1.5781384524487159,0.1710592841397471,foreign_worker_A201 (0.651); other_installment_plans_A141 (0.525); credit_amount_per_month (0.317); people_liable (0.308); credit_history_A31 (0.268),checking_account_status_A14 (-0.992); personal_status_sex_A93 (-0.467); duration_years (-0.435); duration_months (-0.435); age_bucket_mid_career (-0.409),0,134.7091862600509,0.292151611942319,0,0.556036774507066,0.0282664493775719,"The borrower is assigned low estimated credit risk, with a predicted PD of 17.11%. The strongest upward model signals are: foreign_worker_A201 (0.651); other_installment_plans_A141 (0.525); credit_amount_per_month (0.317); people_liable (0.308); credit_history_A31 (0.268). The strongest downward model signals are: checking_account_status_A14 (-0.992); personal_status_sex_A93 (-0.467); duration_years (-0.435); duration_months (-0.435); age_bucket_mid_career (-0.409). The borrower belongs to risk cluster 0."
329,A12,6,A32,A43,1068,A61,A75,4,A93,A101,4,A123,28,A143,A152,1,A173,2,A191,A201,178.0,6.974478911025045,0.5,0,0,4272,early_career,short_term,low_amount,0,0.4885778453589502,-0.04569656877875805,0.4885778453589503,credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); people_liable (0.308); checking_account_status_A12 (0.237),personal_status_sex_A93 (-0.467); duration_years (-0.435); duration_months (-0.435); other_installment_plans_A143 (-0.428); purpose_A43 (-0.251),0,234.8105124795115,0.0814197833530653,0,0.1380491402315881,0.0247904264745426,"The borrower is assigned elevated estimated credit risk, with a predicted PD of 48.86%. The strongest upward model signals are: credit_amount_bucket_low_amount (0.769); foreign_worker_A201 (0.651); savings_account_A61 (0.577); people_liable (0.308); checking_account_status_A12 (0.237). The strongest downward model signals are: personal_status_sex_A93 (-0.467); duration_years (-0.435); duration_months (-0.435); other_installment_plans_A143 (-0.428); purpose_A43 (-0.251). The borrower belongs to risk cluster 0."
122,A14,12,A32,A42,1768,A61,A73,3,A93,A101,2,A121,24,A143,A151,1,A172,1,A191,A201,147.33333333333334,7.478169694159785,1.0,0,0,5304,young,short_term,medium_low_amount,0,0.24026048256891055,-1.1512519554901717,0.24026048256891044,foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488); age_bucket_young (0.459); purpose_A42 (0.201),checking_account_status_A14 (-0.992); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A121 (-0.358); duration_years (-0.258),0,191.15123993182524,0.0836513556905197,0,0.1621989751829451,0.0051037361980944,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 24.03%. The strongest upward model signals are: foreign_worker_A201 (0.651); savings_account_A61 (0.577); housing_A151 (0.488); age_bucket_young (0.459); purpose_A42 (0.201). The strongest downward model signals are: checking_account_status_A14 (-0.992); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A121 (-0.358); duration_years (-0.258). The borrower belongs to risk cluster 0."
887,A12,48,A32,A49,15672,A61,A73,2,A93,A101,2,A123,23,A143,A152,1,A173,1,A192,A201,326.5,9.659694765654068,4.0,1,1,31344,young,very_long_term,high_amount,1,0.7975781727951698,1.3712260786489328,0.7975781727951698,installment_burden_proxy (0.827); duration_years (0.802); duration_months (0.802); foreign_worker_A201 (0.651); savings_account_A61 (0.577),credit_amount (-1.006); duration_bucket_very_long_term (-0.610); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_years (-0.201),1,5624.840305820657,0.2406693534060276,0,0.4461291412433023,0.0352095655687529,"The borrower is assigned high estimated credit risk, with a predicted PD of 79.76%. The strongest upward model signals are: installment_burden_proxy (0.827); duration_years (0.802); duration_months (0.802); foreign_worker_A201 (0.651); savings_account_A61 (0.577). The strongest downward model signals are: credit_amount (-1.006); duration_bucket_very_long_term (-0.610); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); age_years (-0.201). The borrower belongs to risk cluster 1."
671,A14,36,A32,A49,5742,A62,A74,2,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,159.5,8.655737000864297,3.0,1,1,11484,early_career,long_term,high_amount,0,0.21626810915152864,-1.2875481018576949,0.21626810915152866,foreign_worker_A201 (0.651); duration_years (0.448); duration_months (0.448); savings_account_A62 (0.268); credit_amount_log (0.236),checking_account_status_A14 (-0.992); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); credit_amount (-0.206),1,558.8151672366348,0.1344250296378574,0,0.2634290578899689,0.0054210013857459,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 21.63%. The strongest upward model signals are: foreign_worker_A201 (0.651); duration_years (0.448); duration_months (0.448); savings_account_A62 (0.268); credit_amount_log (0.236). The strongest downward model signals are: checking_account_status_A14 (-0.992); employment_since_A74 (-0.557); personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); credit_amount (-0.206). The borrower belongs to risk cluster 1."
678,A11,24,A32,A43,2384,A61,A75,4,A93,A101,4,A121,64,A141,A151,1,A172,1,A191,A201,99.33333333333331,7.776954403322442,2.0,0,0,9536,senior,medium_term,medium_high_amount,0,0.8373089338268895,1.6383399960550045,0.8373089338268895,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); housing_A151 (0.488),credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); property_A121 (-0.358); purpose_A43 (-0.251); age_bucket_senior (-0.187),0,898.2650242094871,0.2051136265023055,0,0.3833595696328303,0.0268676833717808,"The borrower is assigned high estimated credit risk, with a predicted PD of 83.73%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); other_installment_plans_A141 (0.525); housing_A151 (0.488). The strongest downward model signals are: credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); property_A121 (-0.358); purpose_A43 (-0.251); age_bucket_senior (-0.187). The borrower belongs to risk cluster 0."
338,A11,24,A32,A42,4169,A61,A73,4,A93,A101,4,A122,28,A143,A152,1,A173,1,A191,A201,173.70833333333334,8.335671314792847,2.0,0,1,16676,early_career,medium_term,high_amount,0,0.8191636648098305,1.510691502082674,0.8191636648098307,checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); installment_burden_proxy (0.292),personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A122 (-0.200); age_years (-0.119); high_credit_amount_flag (-0.091),1,1536.7919933664823,0.0387381800978897,0,0.0598793713693731,0.0175969888264063,"The borrower is assigned high estimated credit risk, with a predicted PD of 81.92%. The strongest upward model signals are: checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577); duration_bucket_medium_term (0.463); installment_burden_proxy (0.292). The strongest downward model signals are: personal_status_sex_A93 (-0.467); other_installment_plans_A143 (-0.428); property_A122 (-0.200); age_years (-0.119); high_credit_amount_flag (-0.091). The borrower belongs to risk cluster 1."
11,A11,48,A32,A49,4308,A61,A72,3,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,89.75,8.368461137615839,4.0,1,1,12924,young,very_long_term,high_amount,1,0.9439577657745464,2.823975836419293,0.9439577657745464,duration_years (0.802); duration_months (0.802); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577),duration_bucket_very_long_term (-0.610); other_installment_plans_A143 (-0.428); property_A122 (-0.200); age_years (-0.185); credit_amount_per_month (-0.179),1,1829.9565247305356,0.2215758374772267,0,0.4290915536396609,0.0140601213147926,"The borrower is assigned high estimated credit risk, with a predicted PD of 94.40%. The strongest upward model signals are: duration_years (0.802); duration_months (0.802); checking_account_status_A11 (0.698); foreign_worker_A201 (0.651); savings_account_A61 (0.577). The strongest downward model signals are: duration_bucket_very_long_term (-0.610); other_installment_plans_A143 (-0.428); property_A122 (-0.200); age_years (-0.185); credit_amount_per_month (-0.179). The borrower belongs to risk cluster 1."
21,A11,6,A32,A43,2647,A63,A73,2,A93,A101,3,A121,44,A143,A151,1,A173,2,A191,A201,441.1666666666667,7.881559917056899,0.5,0,0,5294,mid_career,short_term,medium_high_amount,0,0.2535078814402124,-1.0799901460246886,0.2535078814402124,checking_account_status_A11 (0.698); credit_amount_per_month (0.684); foreign_worker_A201 (0.651); housing_A151 (0.488); people_liable (0.308),credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); duration_years (-0.435); duration_months (-0.435); other_installment_plans_A143 (-0.428),0,301.96591297750905,0.2063318201980802,0,0.3852029143708101,0.0274607260253502,"The borrower is assigned moderate estimated credit risk, with a predicted PD of 25.35%. The strongest upward model signals are: checking_account_status_A11 (0.698); credit_amount_per_month (0.684); foreign_worker_A201 (0.651); housing_A151 (0.488); people_liable (0.308). The strongest downward model signals are: credit_amount_bucket_medium_high_amount (-0.749); personal_status_sex_A93 (-0.467); duration_years (-0.435); duration_months (-0.435); other_installment_plans_A143 (-0.428). The borrower belongs to risk cluster 0."
818,A11,36,A32,A410,15857,A61,A71,2,A91,A102,3,A123,43,A143,A152,1,A174,1,A191,A201,440.47222222222223,9.671429383832344,3.0,1,1,31714,mid_career,long_term,high_amount,0,0.956704372959367,3.095442795776868,0.956704372959367,installment_burden_proxy (0.841); checking_account_status_A11 (0.698); credit_amount_per_month (0.683); foreign_worker_A201 (0.651); savings_account_A61 (0.577),credit_amount (-1.021); purpose_A410 (-0.527); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); installment_rate_pct_income (-0.159),1,6826.7075589075075,0.4430918183433711,1,0.8244930396202719,0.0616905970664703,"The borrower is assigned high estimated credit risk, with a predicted PD of 95.67%. The strongest upward model signals are: installment_burden_proxy (0.841); checking_account_status_A11 (0.698); credit_amount_per_month (0.683); foreign_worker_A201 (0.651); savings_account_A61 (0.577). The strongest downward model signals are: credit_amount (-1.021); purpose_A410 (-0.527); other_installment_plans_A143 (-0.428); age_bucket_mid_career (-0.409); installment_rate_pct_income (-0.159). The borrower belongs to risk cluster 1. The borrower is also flagged as an anomalous profile and may deserve additional review."
