,checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct_income,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_amount_per_month,credit_amount_log,duration_years,long_duration_flag,high_credit_amount_flag,installment_burden_proxy,age_bucket,duration_bucket,credit_amount_bucket
909,A12,9,A32,A40,3195,A65,A73,1,A92,A101,2,A121,33,A143,A152,1,A172,1,A191,A201,355.0,8.069655306886165,0.75,0,0,3195,early_career,short_term,medium_high_amount
823,A11,8,A34,A40,731,A61,A75,4,A93,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,91.375,6.595780513961311,0.6666666666666666,0,0,2924,mid_career,short_term,low_amount
173,A12,8,A32,A43,1414,A61,A73,4,A93,A103,2,A121,33,A143,A152,1,A173,1,A191,A202,176.75,7.254884810077338,0.6666666666666666,0,0,5656,early_career,short_term,medium_low_amount
345,A14,15,A34,A43,1459,A61,A73,4,A92,A101,2,A123,43,A143,A152,1,A172,1,A191,A201,97.26666666666667,7.286191714702382,1.25,0,0,5836,mid_career,medium_term,medium_low_amount
20,A14,9,A34,A40,2134,A61,A73,4,A93,A101,4,A123,48,A143,A152,3,A173,1,A192,A201,237.11111111111111,7.666221925662725,0.75,0,0,8536,mid_career,short_term,medium_low_amount
323,A11,18,A32,A42,2659,A64,A73,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,147.72222222222223,7.886081401775745,1.5,0,0,10636,early_career,medium_term,medium_high_amount
10,A12,12,A32,A40,1295,A61,A72,3,A92,A101,1,A123,25,A143,A151,1,A173,1,A191,A201,107.91666666666667,7.16703787691222,1.0,0,0,3885,young,short_term,low_amount
621,A14,18,A34,A40,1530,A61,A73,3,A93,A101,2,A122,32,A141,A152,2,A173,1,A191,A201,85.0,7.333676395657684,1.5,0,0,4590,early_career,medium_term,medium_low_amount
191,A12,48,A30,A49,3844,A62,A74,4,A93,A101,4,A124,34,A143,A153,1,A172,2,A191,A201,80.08333333333333,8.254528881939745,4.0,1,0,15376,early_career,very_long_term,medium_high_amount
842,A14,18,A32,A45,1943,A61,A72,4,A92,A101,4,A121,23,A143,A152,1,A173,1,A191,A201,107.94444444444444,7.572502985020384,1.5,0,0,7772,young,medium_term,medium_low_amount
769,A14,12,A34,A43,1655,A61,A75,2,A93,A101,4,A121,63,A143,A152,2,A172,1,A192,A201,137.91666666666666,7.412160334945205,1.0,0,0,3310,senior,short_term,medium_low_amount
926,A11,18,A34,A42,1049,A61,A72,4,A92,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,58.27777777777778,6.956545443151569,1.5,0,0,4196,young,medium_term,low_amount
202,A14,27,A33,A49,5117,A61,A74,3,A93,A101,4,A123,26,A143,A152,2,A173,1,A191,A201,189.5185185185185,8.540519016719735,2.25,0,1,15351,early_career,long_term,high_amount
201,A11,12,A32,A40,1168,A61,A73,4,A94,A101,3,A121,27,A143,A152,1,A172,1,A191,A201,97.33333333333333,7.063903961472068,1.0,0,0,4672,early_career,short_term,low_amount
763,A14,21,A34,A40,12680,A65,A75,4,A93,A101,4,A124,30,A143,A153,1,A174,1,A192,A201,603.8095238095239,9.447860089234899,1.75,0,1,50720,early_career,medium_term,high_amount
426,A14,28,A34,A43,2743,A61,A75,4,A93,A101,2,A123,29,A143,A152,2,A173,1,A191,A201,97.96428571428571,7.917171988845776,2.3333333333333335,0,0,10972,early_career,long_term,medium_high_amount
737,A11,18,A32,A40,4380,A62,A73,3,A93,A101,4,A123,35,A143,A152,1,A172,2,A192,A201,243.33333333333334,8.385032287813898,1.5,0,1,13140,early_career,medium_term,high_amount
674,A14,21,A33,A49,2580,A63,A72,4,A93,A101,2,A121,41,A141,A152,1,A172,2,A191,A201,122.85714285714286,7.855932199718614,1.75,0,0,10320,mid_career,medium_term,medium_high_amount
979,A12,15,A31,A40,1264,A62,A73,2,A94,A101,2,A122,25,A143,A151,1,A173,1,A191,A201,84.26666666666667,7.142827401161621,1.25,0,0,2528,young,medium_term,low_amount
59,A11,36,A34,A42,6229,A61,A72,4,A92,A102,4,A124,23,A143,A151,2,A172,1,A192,A201,173.02777777777777,8.737131611781498,3.0,1,1,24916,young,long_term,high_amount
521,A11,18,A32,A43,3190,A61,A73,2,A92,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,177.22222222222223,8.068089626278244,1.5,0,0,6380,young,medium_term,medium_high_amount
332,A12,60,A32,A40,7408,A62,A72,4,A92,A101,2,A122,24,A143,A152,1,A174,1,A191,A201,123.46666666666667,8.910450756416656,5.0,1,1,29632,young,very_long_term,high_amount
31,A11,24,A32,A42,4020,A61,A73,2,A93,A101,2,A123,27,A142,A152,1,A173,1,A191,A201,167.5,8.299285906897275,2.0,0,1,8040,early_career,medium_term,high_amount
17,A11,30,A30,A49,8072,A65,A72,2,A93,A101,3,A123,25,A141,A152,3,A173,1,A191,A201,269.06666666666666,8.996280439395015,2.5,0,1,16144,young,long_term,high_amount
428,A14,9,A32,A42,1313,A61,A75,1,A93,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,145.88888888888889,7.1808311990445555,0.75,0,0,1313,young,short_term,low_amount
157,A11,12,A31,A48,339,A61,A75,4,A94,A101,1,A123,45,A141,A152,1,A172,1,A191,A201,28.25,5.8289456176102075,1.0,0,0,1356,mid_career,short_term,low_amount
237,A12,21,A32,A49,2767,A62,A75,4,A91,A101,2,A123,61,A141,A151,2,A172,1,A191,A201,131.76190476190476,7.92588031673756,1.75,0,0,11068,senior,medium_term,medium_high_amount
396,A11,12,A32,A42,2578,A61,A71,3,A92,A101,4,A124,55,A143,A153,1,A174,1,A191,A201,214.83333333333334,7.8551570058813445,1.0,0,0,7734,senior,short_term,medium_high_amount
118,A11,33,A34,A42,4281,A63,A73,1,A92,A101,4,A123,23,A143,A152,2,A173,1,A191,A201,129.72727272727272,8.362175469149628,2.75,0,1,4281,young,long_term,high_amount
18,A12,24,A32,A41,12579,A61,A75,4,A92,A101,2,A124,44,A143,A153,1,A174,1,A192,A201,524.125,9.439863530254431,2.0,0,1,50316,mid_career,medium_term,high_amount
876,A11,18,A31,A43,1940,A61,A72,3,A93,A102,4,A124,36,A141,A153,1,A174,1,A192,A201,107.77777777777777,7.57095858316901,1.5,0,0,5820,mid_career,medium_term,medium_low_amount
631,A11,18,A31,A42,1553,A61,A73,4,A93,A101,3,A123,44,A141,A152,1,A173,1,A191,A201,86.27777777777777,7.348587530927593,1.5,0,0,6212,mid_career,medium_term,medium_low_amount
711,A11,6,A31,A46,1198,A61,A75,4,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,199.66666666666666,7.089243155027514,0.5,0,0,4792,early_career,short_term,low_amount
81,A14,15,A32,A43,1213,A63,A75,4,A93,A101,3,A122,47,A142,A152,1,A173,1,A192,A201,80.86666666666666,7.101675971619444,1.25,0,0,4852,mid_career,medium_term,low_amount
968,A14,42,A32,A43,7166,A65,A74,2,A94,A101,4,A122,29,A143,A151,1,A173,1,A192,A201,170.61904761904762,8.877242435993919,3.5,1,1,14332,early_career,very_long_term,high_amount
453,A14,24,A32,A41,2670,A61,A75,4,A93,A101,4,A123,35,A143,A152,1,A174,1,A192,A201,111.25,7.890208213109961,2.0,0,0,10680,early_career,medium_term,medium_high_amount
348,A14,6,A33,A49,1743,A62,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,1,A191,A201,290.5,7.463936604468925,0.5,0,0,1743,early_career,short_term,medium_low_amount
84,A11,10,A32,A43,2315,A61,A75,3,A93,A101,4,A121,52,A143,A152,1,A172,1,A191,A201,231.5,7.7475968386928855,0.8333333333333334,0,0,6945,senior,short_term,medium_low_amount
100,A14,24,A32,A40,1469,A62,A75,4,A94,A101,4,A121,41,A143,A151,1,A172,1,A191,A201,61.208333333333336,7.293017679772782,2.0,0,0,5876,mid_career,medium_term,medium_low_amount
821,A13,12,A32,A43,3016,A61,A73,3,A94,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,251.33333333333334,8.012018239159062,1.0,0,0,9048,young,short_term,medium_high_amount
136,A14,27,A33,A41,8613,A64,A73,2,A93,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,319.0,9.061144065614055,2.25,0,1,17226,early_career,long_term,high_amount
8,A14,12,A32,A43,3059,A64,A74,2,A91,A101,4,A121,61,A143,A152,1,A172,1,A191,A201,254.91666666666666,8.026170194946426,1.0,0,0,6118,senior,short_term,medium_high_amount
161,A14,18,A34,A40,1055,A61,A72,4,A92,A101,1,A122,30,A143,A152,2,A173,1,A191,A201,58.611111111111114,6.962243464266207,1.5,0,0,4220,early_career,medium_term,low_amount
807,A14,12,A34,A43,930,A65,A75,4,A93,A101,4,A121,65,A143,A152,4,A173,1,A191,A201,77.5,6.836259277277067,1.0,0,0,3720,senior,short_term,low_amount
939,A14,24,A34,A41,6842,A65,A73,2,A93,A101,4,A122,46,A143,A152,2,A174,2,A192,A201,285.0833333333333,8.830981510952498,2.0,0,1,13684,mid_career,medium_term,high_amount
624,A11,18,A32,A43,2600,A61,A73,4,A93,A101,4,A124,65,A143,A153,2,A173,1,A191,A201,144.44444444444446,7.8636512654486515,1.5,0,0,10400,senior,medium_term,medium_high_amount
946,A11,24,A31,A42,3349,A63,A72,4,A93,A101,4,A124,30,A143,A153,1,A173,2,A192,A201,139.54166666666666,8.116715624819111,2.0,0,0,13396,early_career,medium_term,medium_high_amount
723,A12,9,A32,A43,790,A63,A73,4,A92,A101,3,A121,66,A143,A152,1,A172,1,A191,A201,87.77777777777777,6.673297967767654,0.75,0,0,3160,senior,short_term,low_amount
894,A14,18,A34,A43,1169,A65,A73,4,A93,A101,3,A122,29,A143,A152,2,A173,1,A192,A201,64.94444444444444,7.064759027791802,1.5,0,0,4676,early_career,medium_term,low_amount
686,A13,10,A34,A43,1347,A65,A74,4,A93,A101,2,A122,27,A143,A152,2,A173,1,A192,A201,134.7,7.206377291472252,0.8333333333333334,0,0,5388,early_career,short_term,low_amount
959,A12,24,A32,A42,3069,A62,A75,4,A93,A101,4,A124,30,A143,A153,1,A173,1,A191,A201,127.875,8.029432840581244,2.0,0,0,12276,early_career,medium_term,medium_high_amount
380,A11,20,A32,A42,2212,A65,A74,4,A93,A101,4,A123,39,A143,A152,1,A173,1,A192,A201,110.6,7.70210434005105,1.6666666666666667,0,0,8848,mid_career,medium_term,medium_low_amount
369,A12,18,A32,A42,3001,A61,A74,2,A92,A101,4,A121,40,A143,A151,1,A173,1,A191,A201,166.72222222222223,8.007034012193408,1.5,0,0,6002,mid_career,medium_term,medium_high_amount
210,A14,9,A34,A43,3074,A65,A73,1,A93,A101,2,A121,33,A143,A152,2,A173,2,A191,A201,341.55555555555554,8.031060180240619,0.75,0,0,3074,early_career,short_term,medium_high_amount
482,A11,30,A32,A42,3622,A64,A75,4,A92,A101,4,A122,57,A143,A151,2,A173,1,A192,A201,120.73333333333333,8.195057690895077,2.5,0,0,14488,senior,long_term,medium_high_amount
648,A13,24,A32,A40,947,A61,A74,4,A93,A101,3,A124,38,A141,A153,1,A173,2,A191,A201,39.458333333333336,6.854354502255021,2.0,0,0,3788,mid_career,medium_term,low_amount
762,A11,12,A32,A43,2214,A61,A73,4,A93,A101,3,A122,24,A143,A152,1,A172,1,A191,A201,184.5,7.703007682479236,1.0,0,0,8856,young,short_term,medium_low_amount
989,A12,24,A34,A43,1743,A61,A75,4,A93,A101,2,A122,48,A143,A152,2,A172,1,A191,A201,72.625,7.463936604468925,2.0,0,0,6972,mid_career,medium_term,medium_low_amount
139,A13,12,A32,A43,1881,A61,A73,2,A92,A101,2,A123,44,A143,A151,1,A172,1,A192,A201,156.75,7.540090320145325,1.0,0,0,3762,mid_career,short_term,medium_low_amount
246,A14,12,A34,A43,717,A61,A75,4,A93,A101,4,A121,52,A143,A152,3,A173,1,A191,A201,59.75,6.576469569048224,1.0,0,0,2868,senior,short_term,low_amount
472,A11,9,A32,A40,654,A61,A73,4,A93,A101,3,A123,28,A143,A152,1,A172,1,A191,A201,72.66666666666667,6.484635235635252,0.75,0,0,2616,early_career,short_term,low_amount
945,A12,48,A30,A40,8358,A63,A72,1,A92,A101,1,A123,30,A143,A152,2,A173,1,A191,A201,174.125,9.031094081699155,4.0,1,1,8358,early_career,very_long_term,high_amount
203,A11,12,A32,A48,902,A61,A74,4,A94,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,75.16666666666667,6.805722553416985,1.0,0,0,3608,young,short_term,low_amount
262,A11,18,A34,A40,5302,A61,A75,2,A93,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,294.55555555555554,8.57602797713713,1.5,0,1,10604,mid_career,medium_term,high_amount
439,A13,12,A31,A49,609,A61,A72,4,A92,A101,1,A121,26,A143,A152,1,A171,1,A191,A201,50.75,6.413458957167357,1.0,0,0,2436,early_career,short_term,low_amount
954,A11,12,A32,A40,1893,A61,A73,4,A92,A103,4,A122,29,A143,A152,1,A173,1,A192,A201,157.75,7.546446273746024,1.0,0,0,7572,early_career,short_term,medium_low_amount
164,A14,36,A32,A40,909,A63,A75,4,A93,A101,4,A122,36,A143,A152,1,A173,1,A191,A201,25.25,6.813444599510896,3.0,1,0,3636,mid_career,long_term,low_amount
351,A12,9,A32,A42,959,A61,A73,1,A92,A101,2,A123,29,A143,A152,1,A173,1,A191,A202,106.55555555555556,6.866933284461882,0.75,0,0,959,early_career,short_term,low_amount
294,A14,48,A34,A49,7629,A65,A75,4,A91,A101,2,A123,46,A141,A152,2,A174,2,A191,A201,158.9375,8.939843124278502,4.0,1,1,30516,mid_career,very_long_term,high_amount
628,A14,42,A34,A42,4042,A63,A73,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,96.23809523809524,8.304742269640771,3.5,1,1,16168,mid_career,very_long_term,high_amount
376,A14,18,A33,A43,2320,A61,A71,2,A94,A101,3,A121,34,A143,A152,2,A173,1,A191,A201,128.88888888888889,7.749753406274437,1.5,0,0,4640,early_career,medium_term,medium_high_amount
101,A12,36,A32,A43,2323,A61,A74,4,A93,A101,4,A123,24,A143,A151,1,A173,1,A191,A201,64.52777777777777,7.751045117971802,3.0,1,0,9292,young,long_term,medium_high_amount
841,A14,21,A33,A41,2993,A61,A73,3,A93,A101,2,A121,28,A142,A152,2,A172,1,A191,A201,142.52380952380952,8.004365564979574,1.75,0,0,8979,early_career,medium_term,medium_high_amount
292,A11,24,A34,A41,6419,A61,A75,2,A92,A101,4,A124,44,A143,A153,2,A174,2,A192,A201,267.4583333333333,8.767173396684006,2.0,0,1,12838,mid_career,medium_term,high_amount
692,A12,24,A32,A43,2896,A62,A72,2,A93,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,120.66666666666667,7.9714309977693505,2.0,0,0,5792,early_career,medium_term,medium_high_amount
438,A11,42,A34,A45,3394,A61,A71,4,A93,A102,4,A123,65,A143,A152,2,A171,1,A191,A201,80.80952380952381,8.130059039992796,3.5,1,0,13576,senior,very_long_term,medium_high_amount
393,A11,6,A34,A43,1957,A61,A74,1,A92,A101,4,A123,31,A143,A152,1,A173,1,A191,A201,326.1666666666667,7.579678823090456,0.5,0,0,1957,early_career,short_term,medium_low_amount
536,A11,6,A32,A40,1374,A65,A71,4,A92,A101,3,A122,75,A143,A152,1,A174,1,A192,A201,229.0,7.226209010100671,0.5,0,0,5496,senior,short_term,medium_low_amount
258,A14,15,A32,A41,3812,A62,A72,1,A92,A101,4,A123,23,A143,A152,1,A173,1,A192,A201,254.13333333333333,8.246171559857563,1.25,0,0,3812,young,medium_term,medium_high_amount
669,A13,30,A34,A43,3017,A61,A75,4,A93,A101,4,A122,47,A143,A152,1,A173,1,A191,A201,100.56666666666666,8.012349639327795,2.5,0,0,12068,mid_career,long_term,medium_high_amount
391,A12,12,A32,A42,983,A64,A72,1,A92,A101,4,A121,19,A143,A151,1,A172,1,A191,A201,81.91666666666667,6.891625897052253,1.0,0,0,983,young,short_term,low_amount
313,A12,12,A32,A40,685,A61,A74,2,A94,A101,3,A123,25,A141,A152,1,A172,1,A191,A201,57.083333333333336,6.530877627725885,1.0,0,0,1370,young,short_term,low_amount
721,A12,6,A31,A46,433,A64,A72,4,A92,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,72.16666666666667,6.073044534100405,0.5,0,0,1732,young,short_term,low_amount
649,A11,12,A32,A46,684,A61,A73,4,A93,A101,4,A123,40,A143,A151,1,A172,2,A191,A201,57.0,6.529418838262226,1.0,0,0,2736,mid_career,short_term,low_amount
756,A13,6,A34,A40,1299,A61,A73,1,A93,A101,1,A121,74,A143,A152,3,A171,2,A191,A202,216.5,7.170119543449628,0.5,0,0,1299,senior,short_term,low_amount
508,A14,24,A32,A43,1413,A61,A73,4,A94,A101,2,A122,28,A143,A152,1,A173,1,A191,A201,58.875,7.254177846456518,2.0,0,0,5652,early_career,medium_term,medium_low_amount
765,A12,12,A32,A43,1155,A61,A75,3,A94,A103,3,A121,40,A141,A152,2,A172,1,A191,A201,96.25,7.052721049232323,1.0,0,0,3465,mid_career,short_term,low_amount
629,A14,9,A32,A46,3832,A65,A75,1,A93,A101,4,A121,64,A143,A152,1,A172,1,A191,A201,425.77777777777777,8.251403065380556,0.75,0,0,3832,senior,short_term,medium_high_amount
846,A14,18,A32,A40,6761,A65,A73,2,A93,A101,4,A123,68,A143,A151,2,A173,1,A191,A201,375.6111111111111,8.819073983267831,1.5,0,1,13522,senior,medium_term,high_amount
916,A14,10,A32,A41,2848,A62,A73,1,A93,A102,2,A121,32,A143,A152,1,A173,2,A191,A201,284.8,7.954723334497908,0.8333333333333334,0,0,2848,early_career,short_term,medium_high_amount
680,A14,6,A32,A46,1538,A61,A72,1,A92,A101,2,A124,56,A143,A152,1,A173,1,A191,A201,256.3333333333333,7.338888133838879,0.5,0,0,1538,senior,short_term,medium_low_amount
814,A11,48,A32,A40,3931,A61,A74,4,A93,A101,4,A124,46,A143,A153,1,A173,2,A191,A201,81.89583333333333,8.276903481267057,4.0,1,0,15724,mid_career,very_long_term,medium_high_amount
705,A14,15,A32,A40,5324,A63,A75,1,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,354.93333333333334,8.580167990577626,1.25,0,1,5324,early_career,medium_term,high_amount
460,A11,36,A32,A42,3620,A61,A73,1,A93,A103,2,A122,37,A143,A152,1,A173,2,A191,A201,100.55555555555556,8.19450550976564,3.0,1,0,3620,mid_career,long_term,medium_high_amount
924,A11,24,A31,A42,6872,A61,A72,2,A91,A101,1,A122,55,A141,A152,1,A173,1,A192,A201,286.3333333333333,8.835355971121606,2.0,0,1,13744,senior,medium_term,high_amount
549,A14,48,A34,A41,8858,A65,A74,2,A93,A101,1,A124,35,A143,A153,2,A173,1,A192,A201,184.54166666666666,9.089189170412032,4.0,1,1,17716,early_career,very_long_term,high_amount
787,A14,48,A34,A41,2751,A65,A75,4,A93,A101,3,A123,38,A143,A152,2,A173,2,A192,A201,57.3125,7.920083199053234,4.0,1,0,11004,mid_career,very_long_term,medium_high_amount
592,A14,21,A32,A49,1572,A64,A75,4,A92,A101,4,A121,36,A141,A152,1,A172,1,A191,A201,74.85714285714286,7.360739903058278,1.75,0,0,6288,mid_career,medium_term,medium_low_amount
231,A14,9,A32,A40,2507,A63,A75,2,A93,A101,4,A124,51,A143,A153,1,A172,1,A191,A201,278.55555555555554,7.827240901752812,0.75,0,0,5014,senior,short_term,medium_high_amount
578,A12,36,A34,A40,2820,A61,A72,4,A91,A101,4,A123,27,A143,A152,2,A173,1,A191,A201,78.33333333333333,7.944846711001996,3.0,1,0,11280,early_career,long_term,medium_high_amount
418,A14,21,A32,A40,2782,A63,A74,1,A92,A101,2,A123,31,A141,A152,1,A174,1,A191,A201,132.47619047619048,7.931284761525891,1.75,0,0,2782,early_career,medium_term,medium_high_amount
867,A14,12,A34,A42,3331,A61,A75,2,A93,A101,4,A122,42,A142,A152,1,A173,1,A191,A201,277.5833333333333,8.111328003286733,1.0,0,0,6662,mid_career,short_term,medium_high_amount
357,A14,36,A33,A43,4463,A61,A73,4,A93,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,123.97222222222223,8.403800504061147,3.0,1,1,17852,early_career,long_term,high_amount
612,A11,21,A32,A43,3357,A64,A72,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,159.85714285714286,8.119100837637486,1.75,0,0,13428,early_career,medium_term,medium_high_amount
731,A11,24,A32,A43,1987,A61,A73,2,A93,A101,4,A121,21,A143,A151,1,A172,2,A191,A201,82.79166666666667,7.59488438721652,2.0,0,0,3974,young,medium_term,medium_low_amount
218,A11,24,A32,A42,3021,A61,A73,2,A91,A101,2,A121,24,A143,A151,1,A172,1,A191,A201,125.875,8.013674142832684,2.0,0,0,6042,young,medium_term,medium_high_amount
573,A11,15,A32,A49,806,A61,A73,4,A92,A101,4,A122,22,A143,A152,1,A172,1,A191,A201,53.733333333333334,6.693323668269949,1.25,0,0,3224,young,medium_term,low_amount
226,A12,48,A32,A43,10961,A64,A74,1,A93,A102,2,A124,27,A141,A152,2,A173,1,A192,A201,228.35416666666666,9.302190025606063,4.0,1,1,10961,early_career,very_long_term,high_amount
849,A11,12,A32,A43,709,A61,A75,4,A93,A101,4,A121,57,A142,A152,1,A172,1,A191,A201,59.083333333333336,6.565264970035361,1.0,0,0,2836,senior,short_term,low_amount
466,A11,24,A33,A43,1659,A61,A72,4,A92,A101,2,A123,29,A143,A151,1,A172,1,A192,A201,69.125,7.414572881350589,2.0,0,0,6636,early_career,medium_term,medium_low_amount
866,A11,18,A32,A43,2389,A61,A72,4,A92,A101,1,A123,27,A142,A152,1,A173,1,A191,A201,132.72222222222223,7.779048644925556,1.5,0,0,9556,early_career,medium_term,medium_high_amount
775,A11,24,A32,A40,1371,A65,A73,4,A92,A101,4,A121,25,A143,A151,1,A173,1,A191,A201,57.125,7.22402480828583,2.0,0,0,5484,young,medium_term,medium_low_amount
734,A14,4,A34,A40,3380,A61,A74,1,A92,A101,1,A121,37,A143,A152,1,A173,2,A191,A201,845.0,8.125926802707886,0.3333333333333333,0,0,3380,mid_career,short_term,medium_high_amount
269,A14,24,A32,A43,999,A65,A75,4,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,41.625,6.907755278982137,2.0,0,0,3996,young,medium_term,low_amount
614,A14,18,A33,A42,1808,A61,A74,4,A92,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,100.44444444444444,7.500529485395295,1.5,0,0,7232,young,medium_term,medium_low_amount
509,A14,39,A32,A41,8588,A62,A75,4,A93,A101,2,A123,45,A143,A152,1,A174,1,A192,A201,220.2051282051282,9.058237593766226,3.25,1,1,34352,mid_career,very_long_term,high_amount
343,A12,18,A32,A49,4439,A61,A75,1,A93,A102,1,A121,33,A141,A152,1,A174,1,A192,A201,246.61111111111111,8.39840965542627,1.5,0,1,4439,early_career,medium_term,high_amount
478,A12,12,A32,A49,1037,A62,A74,3,A93,A101,4,A121,39,A143,A152,1,A172,1,A191,A201,86.41666666666667,6.945051063725834,1.0,0,0,3111,mid_career,short_term,low_amount
24,A14,10,A34,A42,2069,A65,A73,2,A94,A101,1,A123,26,A143,A152,2,A173,1,A191,A202,206.9,7.635303886259415,0.8333333333333334,0,0,4138,early_career,short_term,medium_low_amount
74,A11,36,A32,A46,1977,A65,A75,4,A93,A101,4,A124,40,A143,A152,1,A174,1,A192,A201,54.916666666666664,7.589841512182657,3.0,1,0,7908,mid_career,long_term,medium_low_amount
574,A12,9,A32,A43,1082,A61,A75,4,A93,A101,4,A123,27,A143,A152,2,A172,1,A191,A201,120.22222222222223,6.9874902470009905,0.75,0,0,4328,early_career,short_term,low_amount
898,A14,15,A32,A42,2186,A65,A74,1,A92,A101,4,A121,33,A141,A151,1,A172,1,A191,A201,145.73333333333332,7.690286020676768,1.25,0,0,2186,early_career,medium_term,medium_low_amount
75,A11,12,A34,A41,1526,A61,A75,4,A93,A101,4,A124,66,A143,A153,2,A174,1,A191,A201,127.16666666666667,7.3310603052186325,1.0,0,0,6104,senior,short_term,medium_low_amount
443,A14,12,A32,A46,719,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,59.916666666666664,6.579251212010101,1.0,0,0,2876,mid_career,short_term,low_amount
442,A12,20,A33,A410,2629,A61,A73,2,A93,A101,3,A123,29,A141,A152,2,A173,1,A192,A201,131.45,7.874739125171811,1.6666666666666667,0,0,5258,early_career,medium_term,medium_high_amount
902,A14,36,A34,A41,10477,A65,A75,2,A93,A101,4,A124,42,A143,A153,2,A173,1,A191,A201,291.02777777777777,9.257033099968165,3.0,1,1,20954,mid_career,long_term,high_amount
230,A13,36,A32,A43,4210,A61,A73,4,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,116.94444444444444,8.345455428161928,3.0,1,1,16840,early_career,long_term,high_amount
402,A14,24,A33,A49,8648,A61,A72,2,A93,A101,2,A123,27,A141,A152,2,A173,1,A192,A201,360.3333333333333,9.065198986306513,2.0,0,1,17296,early_career,medium_term,high_amount
349,A12,9,A34,A46,1136,A64,A75,4,A93,A101,3,A124,32,A143,A153,2,A173,2,A191,A201,126.22222222222223,7.036148493750536,0.75,0,0,4544,early_career,short_term,low_amount
764,A14,24,A34,A40,2463,A62,A74,4,A94,A101,3,A122,27,A143,A152,2,A173,1,A192,A201,102.625,7.80954132465341,2.0,0,0,9852,early_career,medium_term,medium_high_amount
826,A11,18,A34,A40,3966,A61,A75,1,A92,A101,4,A121,33,A141,A151,3,A173,1,A192,A201,220.33333333333334,8.28576542051433,1.5,0,0,3966,early_career,medium_term,medium_high_amount
109,A12,14,A32,A49,1410,A63,A75,1,A94,A101,2,A121,35,A143,A152,1,A173,1,A192,A201,100.71428571428571,7.252053951852814,1.1666666666666667,0,0,1410,early_career,medium_term,medium_low_amount
110,A12,6,A33,A49,1449,A62,A75,1,A91,A101,2,A123,31,A141,A152,2,A173,2,A191,A201,241.5,7.27931883541462,0.5,0,0,1449,early_career,short_term,medium_low_amount
501,A11,36,A32,A41,5493,A61,A75,2,A93,A101,4,A124,42,A143,A153,1,A173,2,A191,A201,152.58333333333334,8.611411866655219,3.0,1,1,10986,mid_career,long_term,high_amount
971,A14,24,A32,A40,7393,A61,A73,1,A93,A101,4,A122,43,A143,A152,1,A172,2,A191,A201,308.0416666666667,8.908424139496578,2.0,0,1,7393,mid_career,medium_term,high_amount
743,A11,24,A31,A42,2483,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,103.45833333333333,7.81762544305337,2.0,0,0,9932,young,medium_term,medium_high_amount
150,A14,6,A32,A43,1346,A62,A75,2,A93,A101,4,A124,42,A141,A153,1,A173,2,A192,A201,224.33333333333334,7.205635176410364,0.5,0,0,2692,mid_career,short_term,low_amount
958,A11,28,A32,A40,4006,A61,A73,3,A93,A101,2,A123,45,A143,A152,1,A172,1,A191,A201,143.07142857142858,8.295798110636145,2.3333333333333335,0,1,12018,mid_career,long_term,high_amount
604,A13,10,A32,A42,1275,A61,A72,4,A92,A101,2,A122,23,A143,A152,1,A173,1,A191,A201,127.5,7.151485463904735,0.8333333333333334,0,0,5100,young,short_term,low_amount
728,A12,48,A31,A49,6416,A61,A75,4,A92,A101,3,A124,59,A143,A151,1,A173,1,A191,A201,133.66666666666666,8.766705997750515,4.0,1,1,25664,senior,very_long_term,high_amount
588,A11,18,A32,A44,1217,A61,A73,4,A94,A101,3,A121,47,A143,A152,1,A172,1,A192,A201,67.61111111111111,7.1049654482698426,1.5,0,0,4868,mid_career,medium_term,low_amount
964,A12,6,A32,A45,454,A61,A72,3,A94,A101,1,A122,22,A143,A152,1,A172,1,A191,A201,75.66666666666667,6.12029741895095,0.5,0,0,1362,young,short_term,low_amount
